CustomerID,Age,Gender,Location,DeviceType,TrafficSource,PagesViewed,TimeOnSite,ProductsViewed,CartItems,PreviousPurchases,AverageOrderValue,DiscountUsed,EmailClicked,AdClicked,ReviewScoreViewed,DaysSinceLastVisit,SessionCount,Purchase
3346,53,Female,Central,Mobile,Direct,10,431.3,7,2,1,13.44,1,1,0,4.15,3,4,1
3347,32,Male,Central,Mobile,Email,11,200.4,4,2,4,46.4,0,0,0,4.01,2,2,1
3348,52,Male,East,Mobile,Search,16,24.4,10,1,1,58.3,0,1,0,4.4,4,2,1
3349,42,Female,North,Mobile,Ad,9,85.1,2,1,3,,0,0,1,3.68,1,4,0
3350,33,Male,North,Mobile,Social,6,222.4,5,3,1,50.65,0,0,1,4.07,12,5,1
3351,29,Male,Central,Mobile,Search,13,96.7,6,0,2,57.51,0,1,0,3.13,27,4,0
3352,31,Male,Central,Mobile,Search,7,11.6,5,0,5,97.84,0,0,0,3.77,4,4,0
3353,40,Female,East,Mobile,Direct,8,129.2,4,1,0,61.53,0,1,1,4.64,30,3,1
3354,36,Male,West,Tablet,Direct,12,35.9,4,1,1,76.43,0,0,0,3.48,2,5,0
3355,28,Male,West,Desktop,Direct,9,147.1,11,1,0,74.21,0,0,0,4.46,1,3,1
3356,33,Female,West,Desktop,Ad,10,210.6,5,3,4,39.03,1,1,0,3.29,4,4,1
3357,36,Male,Central,Mobile,Social,10,123.0,6,0,2,63.86,0,1,0,5.0,48,5,0
3358,16,Female,West,Mobile,Email,11,251.6,2,2,1,93.77,0,1,0,5.0,13,7,1
3359,40,Female,East,Desktop,Email,10,299.7,3,2,1,109.72,0,1,0,3.78,14,3,1
3360,24,Male,South,Desktop,Ad,11,609.7,3,0,1,10.78,1,1,0,4.44,26,6,1
3361,22,Male,West,Mobile,Social,10,153.6,5,2,1,51.88,0,0,1,4.29,14,3,1
3362,16,Female,East,Mobile,Ad,10,55.7,5,1,1,11.26,1,0,0,3.27,14,5,0
3363,16,Female,South,Mobile,Search,8,670.1,4,0,2,,0,1,0,4.12,0,3,1
3364,20,Male,West,Desktop,Direct,8,123.6,4,1,2,42.54,0,1,0,4.18,22,6,1
3365,27,Female,West,Mobile,Email,5,129.6,5,1,0,49.87,0,0,0,3.47,7,5,0
3366,56,Male,Central,Desktop,Direct,4,238.0,5,0,3,64.23,0,0,0,3.95,15,5,1
3367,29,Male,North,Desktop,Search,10,169.1,8,1,2,36.11,0,0,0,4.19,13,6,1
3368,37,Female,West,Tablet,Search,11,44.4,5,1,1,34.04,0,1,0,3.12,38,8,0
3369,39,Male,South,Desktop,Search,5,403.6,2,3,0,120.59,1,0,1,4.05,19,5,1
3370,36,Male,Central,Mobile,Email,5,112.4,9,1,0,21.76,0,1,0,3.97,1,6,1
3371,34,Female,North,Desktop,Email,12,95.4,3,0,1,89.28,1,1,0,4.03,13,5,1
3372,22,Male,West,Desktop,Ad,8,29.8,4,1,1,148.45,1,1,1,4.83,1,4,0
3373,51,Male,West,Desktop,Social,10,176.3,5,0,3,62.12,1,0,0,3.15,7,3,1
3374,55,Male,South,Desktop,Search,7,66.6,3,1,2,53.01,1,1,0,4.18,13,3,1
3375,16,Male,Central,Tablet,Search,10,346.3,2,2,0,90.62,0,0,0,3.67,8,2,1
3376,24,Female,Central,Mobile,Search,13,114.0,3,0,0,,0,0,1,3.67,5,1,0
3377,32,Female,South,Mobile,Direct,9,67.9,2,3,2,41.16,1,0,1,3.71,2,2,0
3378,24,Female,North,Desktop,Direct,9,179.5,4,2,1,74.23,0,0,1,4.61,0,6,1
3379,41,Female,South,Mobile,Ad,7,41.1,4,0,3,10.65,1,0,0,4.76,12,4,1
3380,27,Female,South,Mobile,Social,6,63.6,3,1,2,33.5,1,1,1,4.01,31,5,0
3381,59,Male,Central,Mobile,Search,9,50.9,10,3,3,59.95,0,0,1,3.53,4,7,0
3382,48,Male,Central,Desktop,Search,13,77.5,9,0,2,42.13,0,0,0,3.55,1,4,0
3383,37,Male,North,Mobile,Email,8,328.8,4,3,0,76.72,0,1,0,4.48,1,2,1
3384,46,Male,East,Desktop,Ad,10,71.5,5,2,4,42.02,0,0,0,3.89,14,7,0
3385,47,Male,East,Mobile,Search,6,127.7,6,2,1,45.65,0,1,0,3.72,9,3,0
3386,29,Male,North,Mobile,Search,8,58.0,7,0,1,24.34,0,0,0,3.93,4,4,0
3387,26,Male,South,Mobile,Direct,9,112.1,3,2,1,42.73,0,1,0,4.55,3,3,1
3388,36,Female,South,Mobile,Email,9,57.2,7,3,1,58.21,0,0,0,4.91,16,4,0
3389,44,Male,East,Desktop,Search,12,210.4,5,2,2,137.53,1,0,0,3.03,17,6,1
3390,37,Male,West,Desktop,Direct,14,123.4,5,0,2,68.65,1,1,0,3.09,30,3,1
3391,18,Female,West,Desktop,Search,3,123.4,5,0,1,46.61,1,0,0,3.91,0,6,1
3392,26,Male,North,Mobile,Ad,6,156.3,5,2,1,9.16,0,0,0,3.64,19,5,1
3393,34,Male,West,Mobile,Search,6,345.0,4,1,2,100.25,1,0,0,3.9,35,6,1
3394,34,Female,West,Mobile,Search,11,93.8,7,1,0,67.66,0,0,0,3.13,25,4,0
3395,57,Male,Central,Mobile,Social,10,103.1,3,2,0,36.12,1,0,1,3.4,26,6,1
3396,20,Female,East,Mobile,Search,8,404.0,7,1,0,107.93,0,1,1,3.92,9,8,1
3397,41,Female,Central,Desktop,Social,8,145.5,6,2,0,50.69,1,0,0,4.44,1,5,1
3398,51,Male,Central,Mobile,Email,10,243.3,6,0,1,83.18,1,0,0,3.94,5,5,1
3399,60,Male,East,Mobile,Social,11,180.8,8,0,0,31.59,1,0,0,3.92,1,4,1
3400,31,Male,South,Tablet,Email,11,15.6,6,1,3,8.55,0,1,0,3.73,12,2,0
3401,40,Male,Central,Mobile,Social,6,115.4,3,0,1,43.84,1,1,0,4.17,17,2,1
3402,41,Female,West,Tablet,Search,12,104.6,2,0,3,25.47,0,1,1,3.39,56,3,0
3403,37,Male,Central,Tablet,Ad,9,121.3,7,1,2,42.16,1,0,0,4.1,18,3,0
3404,34,Male,West,Mobile,Direct,6,395.3,8,1,1,79.04,0,0,0,,33,3,1
3405,40,Other,East,Mobile,Search,9,287.2,2,1,4,24.2,0,0,0,3.95,1,4,1
3406,16,Female,North,Desktop,Social,9,60.0,5,0,1,54.21,1,0,1,4.29,27,3,0
3407,43,Male,South,Mobile,Email,7,220.2,0,1,1,38.14,0,1,0,3.87,4,7,1
3408,36,Male,Central,Mobile,Search,11,45.3,2,3,2,92.2,1,0,0,3.42,3,5,1
3409,33,Male,South,Desktop,Email,9,386.8,5,2,3,38.62,0,0,1,2.53,72,4,1
3410,58,Male,North,Mobile,Social,11,134.0,7,3,5,43.99,1,0,0,3.52,6,2,1
3411,28,Female,West,Mobile,Search,10,203.4,6,2,4,135.65,1,1,0,3.6,6,2,1
3412,31,Male,West,Desktop,Search,5,265.5,4,1,4,40.5,0,0,0,4.31,25,6,1
3413,57,Male,South,Desktop,Direct,6,34.6,5,1,1,63.07,1,0,0,4.79,13,5,0
3414,26,Female,South,Mobile,Social,8,133.6,7,1,2,25.65,1,0,1,4.74,2,4,1
3415,29,Male,East,Mobile,Search,7,48.2,4,2,0,9.78,1,1,0,4.23,10,3,1
3416,33,Male,North,Mobile,Direct,15,114.9,6,0,2,20.09,0,0,0,3.24,29,6,1
3417,44,Female,West,Mobile,Direct,8,42.9,4,1,4,,1,0,0,3.35,13,5,0
3418,37,Male,South,Desktop,Search,5,55.8,5,2,1,24.93,1,1,0,3.84,23,7,1
3419,21,Female,Central,Desktop,Ad,8,133.3,5,0,1,70.44,0,0,1,3.06,0,2,1
3420,29,Female,West,Desktop,Email,11,151.0,1,1,0,21.68,0,0,0,3.75,21,3,1
3421,28,Male,West,Mobile,Social,14,193.7,5,1,1,79.08,0,0,0,3.79,25,2,1
3422,34,Female,South,Mobile,Social,9,224.9,5,0,0,36.55,0,0,1,2.83,5,10,1
3423,40,Female,East,Mobile,Direct,9,240.9,3,3,0,14.37,1,0,0,4.02,9,4,1
3424,40,Female,East,Mobile,Search,7,258.6,6,0,2,51.07,0,0,0,4.47,14,4,1
3425,16,Female,South,Mobile,Social,10,434.1,2,2,1,21.74,1,0,0,3.28,18,3,1
3426,47,Male,Central,Mobile,Email,6,19.4,3,1,0,13.91,0,0,1,3.6,10,6,1
3427,38,Male,East,Mobile,Social,13,89.2,2,2,3,17.08,0,1,0,4.68,50,3,0
3428,50,Male,Central,Desktop,Email,10,384.5,4,0,1,58.72,1,0,1,3.81,12,4,1
3429,40,Male,North,Desktop,Social,9,25.4,7,1,2,29.49,1,0,0,3.6,10,2,0
3430,47,Female,North,Desktop,Search,7,107.0,7,0,0,35.5,1,0,0,4.51,17,2,1
3431,40,Male,Central,Mobile,Social,9,604.6,4,1,2,27.84,0,1,0,4.6,15,5,1
3432,50,Male,East,Desktop,Social,5,366.1,2,0,2,76.01,1,0,1,3.41,92,4,1
3433,41,Male,East,Tablet,Direct,9,39.8,2,2,2,61.23,1,1,0,4.15,1,5,1
3434,34,Male,East,Mobile,Email,6,211.8,3,1,1,28.55,0,0,0,3.85,1,3,1
3435,60,Male,North,Desktop,Social,7,260.2,4,1,2,23.94,0,0,0,2.96,21,2,0
3436,45,Male,West,Desktop,Ad,13,378.2,4,0,2,34.52,1,1,0,3.7,1,5,1
3437,41,Female,North,Mobile,Search,5,426.7,2,1,2,16.88,0,0,0,3.87,10,2,1
3438,21,Male,East,Mobile,Search,6,304.6,11,2,3,15.54,0,1,0,3.57,44,4,1
3439,21,Female,East,Mobile,Social,17,43.1,4,1,3,70.12,0,1,1,4.65,1,4,0
3440,38,Female,Central,Mobile,Search,11,199.7,6,3,1,114.56,0,0,0,3.68,8,8,0
3441,37,Female,East,Mobile,Email,10,323.8,2,3,1,20.12,0,0,0,5.0,7,4,1
3442,28,Female,North,Tablet,Search,11,119.6,4,0,1,48.7,1,1,0,4.75,26,3,0
3443,37,Female,East,Desktop,Search,8,37.8,3,3,2,25.7,0,0,1,4.13,4,2,0
3444,52,Female,North,Mobile,Search,16,83.7,7,1,2,58.89,0,0,0,4.72,33,4,0
3445,43,Male,North,Desktop,Email,10,58.8,7,3,1,15.58,0,0,0,4.35,13,3,0
3446,22,Male,North,Desktop,Ad,9,124.8,4,1,1,15.63,0,0,0,3.97,83,3,0
3447,34,Other,East,Mobile,Direct,9,84.2,2,0,4,40.53,0,0,1,5.0,9,5,0
3448,26,Female,North,Mobile,Search,11,59.3,5,0,3,17.34,0,0,0,3.34,2,6,0
3449,31,Male,East,Tablet,Email,6,200.5,7,0,0,36.3,1,0,1,4.84,9,7,1
3450,30,Male,Central,Desktop,Search,10,105.9,7,0,1,37.27,0,0,0,3.18,19,7,1
3451,30,Female,West,Mobile,Social,15,320.5,5,2,1,83.3,0,0,1,4.14,1,3,1
3452,21,Male,North,Mobile,Direct,9,281.4,3,0,1,24.0,0,0,0,4.08,6,4,1
3453,34,Male,South,Mobile,Social,9,103.7,3,3,1,126.91,0,0,0,2.79,49,5,1
3454,29,Female,West,Mobile,Search,9,115.1,9,3,5,54.34,0,0,0,3.9,35,2,1
3455,16,Male,Central,Mobile,Social,11,201.1,4,1,1,14.93,0,0,0,4.03,52,6,0
3456,58,Male,North,Desktop,Search,10,96.4,4,2,1,25.43,0,0,0,3.98,37,2,0
3457,47,Female,West,Mobile,Social,7,113.0,5,0,3,62.86,0,0,0,4.41,41,3,0
3458,31,Female,East,Mobile,Social,9,92.6,6,2,1,40.29,1,1,0,4.24,16,5,1
3459,35,Female,East,Mobile,Social,5,349.9,3,1,2,81.22,1,1,0,4.89,1,5,1
3460,22,Female,Central,Mobile,Ad,11,215.9,6,1,2,31.57,0,1,1,2.78,8,6,1
3461,54,Male,West,Desktop,Email,9,352.7,4,0,2,16.59,0,0,0,4.14,71,5,0
3462,56,Male,Central,Mobile,Direct,7,131.6,6,3,1,45.31,1,0,1,5.0,8,4,1
3463,37,Female,South,Desktop,Direct,16,378.5,6,0,2,48.34,0,0,1,3.78,11,5,1
3464,46,Male,East,Mobile,Email,7,292.1,3,2,3,8.39,0,1,0,3.72,4,2,1
3465,37,Female,East,Mobile,Social,9,94.4,10,2,3,71.36,0,1,0,4.03,5,4,1
3466,20,Female,South,Desktop,Search,4,292.2,5,0,2,40.24,0,0,0,3.76,19,7,1
3467,30,Female,East,Mobile,Email,5,156.2,5,0,2,,0,0,0,3.04,33,3,0
3468,36,Male,South,Desktop,Social,13,187.9,4,3,1,17.65,1,1,0,3.38,3,2,1
3469,30,Female,North,Mobile,Search,12,225.5,3,5,2,31.61,0,0,0,4.32,21,10,1
3470,33,Female,South,Desktop,Social,11,263.8,5,1,1,114.61,0,0,1,3.31,1,4,1
3471,34,Female,West,Desktop,Direct,15,48.0,5,1,0,39.92,1,0,0,5.0,5,4,1
3472,34,Male,Central,Desktop,Ad,7,91.0,4,1,0,34.47,1,0,1,4.23,6,3,1
3473,36,Other,East,Desktop,Social,6,161.7,4,1,2,18.13,1,0,1,4.54,3,7,1
3474,23,Female,West,Desktop,Social,10,118.0,5,2,2,19.48,0,0,0,4.61,3,2,0
3475,27,Female,North,Tablet,Ad,9,173.7,4,2,1,26.35,0,0,0,4.66,6,2,1
3476,21,Male,Central,Mobile,Social,9,224.3,4,1,1,21.24,0,1,0,4.77,12,5,1
3477,46,Male,East,Desktop,Search,11,34.8,3,0,0,36.04,0,0,0,4.79,4,3,1
3478,16,Female,West,Mobile,Search,7,103.2,6,1,4,15.96,0,0,0,4.49,20,2,0
3479,48,Male,West,Mobile,Ad,6,35.7,3,0,1,74.81,0,0,0,4.21,24,4,0
3480,50,Male,South,Mobile,Search,5,102.1,3,2,2,40.46,0,0,0,4.36,14,4,0
3481,32,Female,East,Desktop,Social,13,108.3,4,1,0,13.59,0,1,1,3.09,10,2,1
3482,16,Male,Central,Mobile,Social,8,80.3,6,1,0,125.0,0,0,0,4.19,15,6,0
3483,31,Male,North,Desktop,Direct,13,192.3,4,3,2,18.3,0,1,0,3.44,1,2,1
3484,34,Male,West,Mobile,Ad,6,66.6,5,0,1,49.6,0,1,0,4.39,12,2,0
3485,24,Female,Central,Mobile,Social,8,105.1,4,4,4,57.6,0,1,0,3.41,40,3,0
3486,29,Female,South,Tablet,Ad,11,85.3,4,0,2,17.85,0,1,0,4.14,13,2,0
3487,52,Female,Central,Mobile,Search,12,144.9,8,0,1,47.28,1,0,1,5.0,13,2,1
3488,42,Female,Central,Mobile,Search,8,43.9,4,1,2,12.63,0,0,1,4.0,7,3,1
3489,25,Male,West,Mobile,Ad,7,141.7,4,0,3,33.23,0,0,0,4.25,36,2,0
3490,17,Male,South,Desktop,Social,11,122.6,7,1,2,24.13,0,1,0,4.44,3,3,1
3491,31,Male,South,Mobile,Search,3,65.5,3,0,1,34.4,1,0,0,4.13,3,3,0
3492,33,Other,North,Mobile,Social,8,87.8,4,2,1,62.54,0,0,1,4.1,10,5,0
3493,40,Female,Central,Desktop,Direct,9,8.2,5,4,0,83.54,1,1,0,4.38,17,7,1
3494,29,Male,Central,Mobile,Direct,7,334.6,7,0,2,55.81,0,0,0,3.53,14,2,1
3495,41,Male,West,Desktop,Ad,12,93.0,3,3,0,35.76,0,0,0,3.99,19,5,1
3496,56,Female,South,Mobile,Email,7,182.5,2,1,0,82.68,1,1,0,3.83,19,5,1
3497,44,Male,North,Mobile,Ad,7,275.1,5,1,4,32.0,0,1,1,3.63,5,2,1
3498,34,Female,West,Desktop,Social,6,337.4,5,2,0,70.16,0,0,0,4.64,0,4,1
3499,33,Male,West,Desktop,Email,11,121.1,10,0,2,92.89,0,0,1,3.3,14,2,0
3500,31,Male,Central,Desktop,Direct,16,65.3,5,0,0,73.87,1,0,0,3.39,4,3,0
3501,48,Female,West,Desktop,Social,10,43.9,6,2,2,71.32,0,1,0,4.21,2,3,0
3502,28,Male,Central,Mobile,Search,7,165.2,3,2,2,76.51,0,1,1,4.18,4,5,1
3503,35,Male,West,Mobile,Social,11,234.3,3,3,2,54.42,0,0,1,4.09,4,5,1
3504,36,Female,West,Mobile,Email,14,140.3,5,3,1,34.8,0,0,0,4.88,28,5,1
3505,29,Female,East,Desktop,Search,9,90.9,7,4,1,64.46,1,0,0,4.58,25,5,0
3506,20,Female,Central,Desktop,Search,7,77.8,6,3,0,13.86,1,0,1,5.0,1,4,1
3507,39,Male,West,Tablet,Search,13,72.6,4,2,1,129.26,0,0,0,3.51,34,2,0
3508,34,Male,South,Mobile,Search,7,27.5,6,2,1,26.76,0,1,0,3.05,10,4,0
3509,41,Male,North,Mobile,Direct,7,298.7,3,0,2,35.86,0,0,0,3.93,10,6,1
3510,29,Male,South,Desktop,Search,11,187.6,4,2,1,40.86,1,1,0,3.83,22,1,1
3511,48,Male,East,Desktop,Search,4,10.3,4,1,3,41.74,0,0,0,4.13,2,2,0
3512,25,Female,South,Desktop,Email,6,164.8,7,1,1,25.54,1,0,0,4.55,14,3,1
3513,54,Male,South,Desktop,Direct,10,233.8,7,0,0,75.52,0,1,1,3.37,14,2,1
3514,16,Female,East,Mobile,Search,11,66.8,2,1,1,40.37,0,0,0,5.0,10,5,0
3515,40,Female,North,Mobile,Search,9,71.2,5,0,0,60.44,0,0,0,4.23,38,6,0
3516,40,Male,West,Mobile,Ad,7,140.5,4,1,3,64.97,1,0,0,3.33,14,3,0
3517,26,Female,East,Mobile,Social,7,81.5,5,1,1,67.71,0,1,1,4.28,14,2,0
3518,40,Male,East,Mobile,Ad,8,256.2,4,0,1,20.39,1,1,0,3.84,10,8,1
3519,49,Male,North,Mobile,Search,10,99.3,8,0,1,,1,1,1,3.59,4,3,1
3520,16,Female,South,Mobile,Search,8,47.4,3,4,1,37.1,0,0,0,4.23,4,6,1
3521,41,Female,South,Desktop,Search,8,54.5,0,1,1,36.98,0,0,0,4.53,20,7,1
3522,16,Male,West,Desktop,Search,13,112.6,4,2,1,38.43,0,0,0,3.13,3,3,1
3523,24,Male,West,Desktop,Ad,7,95.4,1,3,3,57.94,1,0,1,4.37,12,1,0
3524,53,Female,South,Mobile,Ad,10,187.4,9,1,2,49.12,1,1,1,3.23,5,4,1
3525,29,Female,East,Mobile,Ad,4,264.1,7,1,0,136.58,0,1,0,2.7,2,4,1
3526,22,Male,South,Mobile,Ad,9,120.9,5,3,0,30.41,0,0,0,4.52,13,2,1
3527,33,Male,Central,Tablet,Direct,8,215.5,7,0,1,94.14,1,1,1,3.89,5,4,0
3528,58,Female,Central,Mobile,Email,9,631.7,6,3,1,21.71,0,0,1,2.75,4,2,1
3529,16,Female,East,Mobile,Direct,10,239.3,4,0,2,103.11,0,0,0,4.44,12,4,1
3530,23,Male,West,Desktop,Search,7,85.7,7,0,1,119.87,0,1,0,3.99,11,4,1
3531,51,Male,West,Mobile,Social,9,166.9,8,0,2,110.74,0,0,0,3.58,31,2,1
3532,55,Other,West,Desktop,Email,6,243.8,3,1,2,80.02,0,1,0,3.5,8,2,0
3533,34,Male,West,Mobile,Ad,9,88.7,4,3,1,26.25,0,1,0,3.5,3,5,0
3534,21,Male,Central,Mobile,Email,4,169.6,5,0,2,18.29,0,0,1,3.33,15,2,1
3535,58,Female,East,Mobile,Direct,9,240.6,7,2,3,58.11,0,0,0,3.75,24,5,1
3536,53,Male,West,Desktop,Social,11,137.0,4,3,2,21.3,0,0,0,3.87,3,2,1
3537,42,Female,Central,Desktop,Direct,13,539.3,8,0,1,42.14,0,1,0,4.02,3,4,1
3538,26,Male,West,Desktop,Ad,7,16.1,3,0,2,44.43,0,1,1,3.58,32,4,0
3539,34,Female,West,Mobile,Search,9,201.1,2,1,1,8.18,0,0,1,4.48,11,3,1
3540,33,Female,South,Mobile,Ad,6,126.5,3,3,3,21.75,0,0,0,4.05,26,5,0
3541,39,Male,South,Tablet,Social,6,317.5,4,0,2,112.15,0,0,0,4.78,25,7,1
3542,51,Male,North,Desktop,Email,8,311.6,6,2,3,53.35,0,1,0,3.52,21,2,1
3543,45,Female,East,Desktop,Ad,7,257.3,5,1,3,64.51,0,1,0,4.28,9,2,1
3544,23,Male,East,Mobile,Social,11,68.8,12,1,1,26.5,0,0,1,3.97,10,2,1
3545,50,Female,Central,Mobile,Social,11,367.6,3,2,1,40.1,1,0,1,3.28,25,3,1
3546,38,Female,East,Mobile,Social,11,189.7,7,1,3,38.34,0,0,1,4.18,18,4,1
3547,43,Male,West,Desktop,Search,11,175.8,4,0,2,37.19,0,1,0,4.16,13,4,1
3548,51,Female,South,Desktop,Social,14,502.3,5,1,1,25.9,1,0,0,4.09,9,6,1
3549,23,Male,Central,Mobile,Search,8,199.0,5,2,2,88.64,0,0,0,4.21,39,3,0
3550,35,Female,East,Mobile,Ad,8,108.1,2,0,3,16.96,0,0,0,4.8,6,7,1
3551,29,Male,West,Mobile,Search,8,69.3,2,0,1,13.23,0,0,0,3.46,0,4,0
3552,18,Male,South,Mobile,Social,12,93.5,7,0,2,28.15,0,0,0,4.7,17,4,0
3553,39,Female,East,Tablet,Ad,11,172.9,4,1,1,14.29,0,1,0,3.66,23,4,1
3554,63,Female,West,Mobile,Ad,11,131.2,4,0,0,28.75,1,0,0,,41,2,0
3555,16,Male,East,Desktop,Direct,15,10.8,7,0,3,97.81,0,0,1,3.96,31,3,0
3556,35,Male,Central,Desktop,Email,7,180.3,7,1,0,37.34,0,0,0,3.35,11,3,0
3557,42,Female,Central,Desktop,Search,7,205.6,7,0,2,18.35,1,0,0,3.6,34,3,1
3558,36,Male,Central,Tablet,Social,4,191.6,6,2,1,28.64,0,0,0,2.93,5,2,0
3559,34,Female,West,Desktop,Search,9,49.1,6,0,3,15.69,1,1,0,3.49,44,1,0
3560,21,Female,Central,Desktop,Direct,8,599.5,4,1,0,47.49,0,1,1,3.94,22,4,1
3561,38,Male,Central,Mobile,Social,4,155.7,6,0,4,76.59,0,1,0,3.56,11,4,0
3562,27,Female,South,Desktop,Email,7,225.3,3,2,0,30.46,1,0,1,4.21,3,7,1
3563,16,Male,East,Desktop,Social,7,137.1,4,1,0,36.77,1,1,0,4.54,16,4,0
3564,48,Male,South,Mobile,Social,6,50.5,5,2,4,53.31,1,1,0,3.82,88,5,1
3565,46,Male,North,Desktop,Email,9,147.6,5,2,2,15.29,0,1,0,3.32,18,7,0
3566,36,Male,North,Desktop,Direct,6,80.7,5,0,4,82.01,0,0,1,4.37,7,3,1
3567,38,Male,North,Desktop,Search,4,110.9,5,2,3,111.41,1,0,0,3.39,8,6,0
3568,47,Male,West,Mobile,Social,5,196.1,0,2,1,13.18,1,0,0,3.77,21,2,0
3569,37,Male,East,Desktop,Search,5,113.0,3,1,1,134.72,0,0,0,3.51,5,3,0
3570,45,Other,South,Mobile,Search,7,130.7,8,1,0,,0,0,0,3.94,26,5,0
3571,32,Male,West,Desktop,Email,11,120.3,6,1,1,12.99,1,0,1,4.02,3,5,1
3572,49,Female,Central,Mobile,Search,7,129.5,3,0,2,73.16,0,0,0,3.34,9,3,0
3573,39,Male,Central,Desktop,Search,12,229.6,6,3,2,44.27,0,1,1,4.01,11,2,1
3574,37,Male,West,Mobile,Ad,8,336.9,5,0,0,24.28,0,1,0,3.65,6,4,1
3575,21,Male,East,Mobile,Social,11,289.5,2,1,1,50.57,0,1,1,4.26,2,6,1
3576,38,Male,South,Mobile,Search,11,34.0,9,3,1,56.66,0,1,0,4.05,5,5,0
3577,26,Male,South,Mobile,Search,10,125.3,8,1,0,59.09,0,0,0,4.03,1,6,1
3578,28,Other,North,Desktop,Search,7,234.7,8,1,3,32.87,1,0,0,3.89,3,6,1
3579,26,Female,South,Desktop,Social,10,232.3,8,2,2,27.12,0,0,0,3.82,2,2,1
3580,23,Male,Central,Mobile,Email,8,244.5,5,3,2,17.5,0,0,0,4.37,6,5,1
3581,58,Female,North,Mobile,Email,8,305.4,6,1,1,23.12,0,1,1,3.83,3,7,1
3582,50,Male,North,Mobile,Search,9,369.6,5,0,0,38.32,0,0,1,2.71,11,2,1
3583,56,Male,North,Desktop,Email,9,79.3,4,2,1,67.02,1,0,0,3.16,69,2,0
3584,22,Female,West,Mobile,Social,11,197.4,7,0,1,16.9,0,0,0,3.84,13,4,0
3585,36,Female,South,Mobile,Social,8,45.5,7,1,1,70.96,0,0,1,4.02,1,2,0
3586,21,Male,East,Mobile,Direct,6,615.0,6,0,3,60.59,0,0,1,3.32,12,3,1
3587,27,Female,North,Mobile,Social,12,194.5,4,2,1,65.27,0,0,1,4.14,37,6,1
3588,25,Female,South,Mobile,Search,6,212.3,6,0,0,5.55,0,1,0,3.73,4,5,1
3589,49,Male,North,Mobile,Ad,5,197.4,4,0,0,46.88,0,1,0,4.27,37,4,1
3590,31,Female,East,Desktop,Search,6,85.7,4,5,2,85.03,0,0,0,2.54,18,6,1
3591,47,Male,North,Desktop,Search,14,37.1,9,4,1,34.28,1,0,1,4.09,12,6,1
3592,42,Male,West,Mobile,Direct,10,122.6,2,1,2,68.26,0,1,0,2.43,4,7,0
3593,60,Female,East,Desktop,Email,7,241.2,4,2,2,58.32,0,0,0,4.87,15,5,1
3594,19,Female,West,Mobile,Direct,11,334.8,1,0,0,43.48,0,0,0,3.95,1,4,1
3595,49,Male,South,Tablet,Search,10,253.9,4,1,2,27.8,1,0,0,3.55,4,3,1
3596,48,Male,South,Mobile,Social,13,264.3,2,5,4,40.48,1,0,0,4.04,35,4,1
3597,24,Male,North,Desktop,Search,9,254.7,7,2,0,50.01,0,0,1,3.6,4,5,1
3598,46,Male,East,Desktop,Social,10,81.4,5,1,6,114.08,0,0,1,3.75,7,5,0
3599,39,Male,East,Mobile,Search,10,110.4,3,2,2,33.23,1,0,0,3.53,3,5,1
3600,32,Female,East,Tablet,Email,11,41.7,2,2,4,61.19,0,0,0,2.29,7,5,0
3601,26,Female,West,Mobile,Search,6,91.6,6,0,3,58.73,1,0,1,3.25,6,4,1
3602,27,Female,Central,Desktop,Search,12,84.4,6,3,2,142.17,1,0,0,,9,4,1
3603,58,Female,West,Mobile,Social,10,159.7,8,2,2,36.3,0,1,1,4.77,3,1,1
3604,35,Male,North,Mobile,Ad,8,33.1,7,1,1,20.93,0,0,0,3.3,33,2,0
3605,44,Male,West,Desktop,Ad,12,283.2,6,1,2,84.95,0,0,0,3.94,4,2,0
3606,26,Female,North,Mobile,Ad,6,167.9,8,2,2,39.61,0,0,0,3.27,3,7,1
3607,26,Male,West,Mobile,Social,6,143.5,4,1,1,31.01,1,1,0,3.32,4,3,0
3608,47,Female,South,Mobile,Search,10,305.2,5,0,0,52.74,1,1,0,4.29,5,3,1
3609,20,Female,North,Desktop,Social,10,266.2,7,0,3,19.15,0,1,0,4.51,15,4,1
3610,30,Male,Central,Mobile,Email,4,182.5,6,1,3,71.28,1,1,0,3.91,20,6,1
3611,35,Female,East,Mobile,Search,6,131.0,7,1,0,14.15,0,0,0,2.73,7,5,1
3612,36,Female,South,Desktop,Search,10,240.6,5,2,1,103.3,0,0,1,4.49,3,5,1
3613,33,Female,North,Mobile,Search,14,313.5,4,1,2,57.53,1,1,0,3.64,8,4,1
3614,39,Female,East,Mobile,Social,6,62.5,10,3,1,55.58,1,0,1,3.87,14,2,0
3615,43,Male,Central,Mobile,Search,8,185.8,5,0,3,75.31,1,0,0,4.46,5,5,1
3616,43,Male,East,Mobile,Search,12,235.7,3,0,1,7.39,1,1,0,3.9,32,4,0
3617,24,Female,Central,Mobile,Social,6,166.7,5,0,1,46.47,0,0,1,3.34,2,7,1
3618,32,Female,North,Tablet,Social,7,215.3,1,2,4,,0,0,0,3.89,4,5,1
3619,48,Male,East,Mobile,Social,9,47.9,4,0,1,52.84,0,0,0,3.21,1,3,0
3620,45,Male,West,Mobile,Direct,8,157.0,11,1,1,76.4,1,0,1,5.0,5,5,1
