customer_id,total_revenue,total_purchases,avg_rating,total_pages_viewed,total_time_on_site,total_cart_abandoned,total_sessions,cluster
5875,4387.44,1,4.0,18,1712,0,2,1
5876,2264.48,1,4.333333333333333,35,3206,2,3,2
5877,554.03,1,4.0,14,1855,0,2,1
5878,0.0,0,4.0,40,1770,1,3,0
5879,0.0,0,4.0,12,423,1,2,0
5880,4883.01,2,3.2,85,4837,0,5,1
5882,0.0,0,4.0,8,1170,1,1,0
5883,0.0,0,4.0,61,4533,2,4,2
5884,684.24,1,4.5,22,3519,1,2,0
5885,84.96,1,3.6666666666666665,92,4235,2,6,2
5886,1609.88,1,4.0,37,2413,1,3,1
5887,0.0,0,4.0,15,2199,0,2,0
5888,464.76,1,5.0,21,1135,0,1,1
5889,5474.77,3,3.25,33,4108,1,4,1
5890,0.0,0,4.0,64,2672,1,4,0
5891,0.0,0,4.0,4,72,1,1,0
5892,0.0,0,4.0,30,3945,1,3,0
5893,574.56,1,4.2,71,3241,0,5,2
5894,1318.08,1,3.0,35,3013,2,3,2
5895,2113.96,2,4.333333333333333,39,2269,0,3,1
5896,0.0,0,4.0,63,4156,3,5,2
5897,0.0,0,4.0,5,1192,0,1,0
5899,0.0,0,4.0,20,1601,2,2,0
5900,0.0,0,4.0,38,2372,2,5,0
5901,0.0,0,4.0,4,1447,0,1,0
5902,2075.62,1,3.0,32,4829,1,3,1
5903,1424.99,1,4.333333333333333,36,2284,1,3,1
5904,2455.31,2,4.0,46,3614,1,4,1
5905,1440.58,1,3.6666666666666665,26,2462,2,3,1
5906,250.93,1,4.25,34,4450,1,4,2
5907,0.0,0,4.0,64,942,1,3,0
5908,0.0,0,4.0,33,2000,1,2,0
5909,6184.5,2,4.5,48,2819,2,4,1
5910,796.09,1,3.6666666666666665,51,3402,2,3,2
5911,0.0,0,4.0,43,3406,2,4,0
5913,0.0,0,4.0,81,2941,1,4,2
5914,0.0,0,4.0,4,42,0,1,0
5915,5287.19,1,4.0,30,1579,0,2,1
5917,0.0,0,4.0,24,1468,1,1,0
5918,3059.07,2,4.5,26,2752,0,2,1
5919,0.0,0,4.0,29,529,2,2,0
5920,4470.3,2,4.333333333333333,54,2987,1,3,1
5921,7634.02,2,4.0,19,3342,0,2,1
5922,0.0,0,4.0,81,4083,2,6,2
5923,1037.8,1,4.0,77,5234,0,5,2
5924,3255.02,3,4.25,57,3222,0,4,1
5925,184.5,1,4.0,18,1830,1,2,0
5926,3734.0,3,4.0,62,5393,1,4,1
5928,0.0,0,4.0,17,1505,0,1,0
5929,0.0,0,4.0,55,2670,1,3,0
5930,0.0,0,4.0,34,2550,2,3,0
5931,0.0,0,4.0,19,419,1,1,0
5932,909.21,1,3.0,21,1279,0,1,1
5933,2290.32,1,4.0,130,10785,3,8,2
5934,1934.72,1,4.0,47,2175,1,3,1
5935,0.0,0,4.0,63,3840,1,3,0
5936,1344.64,1,4.0,54,1989,2,4,2
5938,2953.72,1,3.6666666666666665,28,2939,2,3,1
5939,4156.23,1,4.333333333333333,29,2935,2,3,1
5940,0.0,0,4.0,43,1644,1,3,0
5941,2470.8,1,3.6666666666666665,41,2491,0,3,1
5942,6460.49,2,3.0,16,2175,0,2,1
5943,475.63,1,4.0,62,6402,1,4,2
5944,2372.7200000000003,3,4.2,86,3430,2,5,2
5945,0.0,0,4.0,39,2022,2,2,0
5946,2888.49,1,3.8333333333333335,71,8319,4,6,2
5947,0.0,0,4.0,1,734,0,1,0
5949,1833.37,1,3.5,38,1417,1,2,1
5950,0.0,0,4.0,21,1703,1,3,0
5951,0.0,0,4.0,36,1916,2,3,0
5952,10124.29,3,4.4,52,3926,0,5,1
5953,0.0,0,4.0,28,1377,1,3,0
5954,0.0,0,4.0,9,804,1,1,0
5955,0.0,0,4.0,16,1666,0,2,0
5956,5080.54,1,4.2,58,5952,1,5,2
5957,0.0,0,4.0,34,1940,1,2,0
5958,1965.47,1,4.333333333333333,58,3338,1,3,2
5959,0.0,0,4.0,34,1785,1,3,0
5960,5352.26,1,4.333333333333333,36,1106,1,3,1
5961,5472.29,1,4.0,34,3327,1,3,1
5962,0.0,0,4.0,24,1706,0,2,0
5963,0.0,0,4.0,17,1127,1,2,0
5964,0.0,0,4.0,22,415,0,1,0
5965,950.8,1,3.0,14,2564,1,2,1
5966,0.0,0,4.0,8,1426,1,1,0
5967,0.0,0,4.0,36,1999,2,2,0
5968,0.0,0,4.0,31,549,0,2,0
5969,0.0,0,4.0,55,3746,3,4,2
5970,1772.96,1,4.0,51,3992,2,3,2
5971,0.0,0,4.0,7,628,1,1,0
5972,1660.75,1,4.0,53,2573,1,4,2
5973,1992.8,2,4.0,23,2249,1,3,1
5974,0.0,0,4.0,31,1484,2,2,0
5975,704.02,1,4.0,82,4427,5,8,2
5976,173.72,1,4.0,110,7215,1,7,2
5977,2180.96,1,4.0,41,2054,2,3,1
5978,0.0,0,4.0,15,1153,1,1,0
5979,2977.09,3,4.0,67,2221,0,4,1
5980,0.0,0,4.0,39,2005,2,3,0
5981,3929.55,2,2.6666666666666665,43,2630,1,3,1
5982,1115.64,1,4.0,30,956,0,3,1
5983,0.0,0,4.0,27,1367,0,2,0
5984,0.0,0,4.0,51,5275,2,5,2
5985,1616.39,1,4.333333333333333,47,2233,0,3,1
5986,0.0,0,4.0,35,1587,1,2,0
5988,0.0,0,4.0,25,1024,3,3,0
5989,1368.8200000000002,2,4.142857142857143,72,4215,4,7,2
5990,0.0,0,4.0,21,1188,0,2,0
5991,0.0,0,4.0,35,2391,3,4,0
5992,0.0,0,4.0,68,2827,3,4,2
5993,1566.6,1,3.3333333333333335,25,1858,2,3,1
5994,684.72,1,4.2,68,3856,1,5,2
5995,0.0,0,4.0,25,2282,1,2,0
5996,2586.74,2,4.0,33,3384,0,2,1
5997,319.13,1,4.166666666666667,82,4850,3,6,2
5998,0.0,0,4.0,1,699,0,1,0
5999,4053.8099999999995,3,4.111111111111111,107,3832,4,9,2
6000,588.74,1,4.333333333333333,44,3365,1,3,2
6001,0.0,0,4.0,61,3940,3,4,2
6002,0.0,0,4.0,10,577,0,1,0
6003,0.0,0,4.0,9,3332,1,2,0
6004,0.0,0,4.0,42,1498,1,2,0
6005,3645.11,3,4.0,31,3714,1,4,1
6006,766.38,1,5.0,11,84,0,1,1
6007,1908.3,1,4.0,7,2042,1,2,1
6008,0.0,0,4.0,38,2044,3,3,0
6009,0.0,0,4.0,46,3780,2,5,2
6010,377.58,1,4.0,29,1755,1,2,0
6011,3368.28,1,3.25,57,4615,1,4,2
6012,0.0,0,4.0,80,5344,4,5,2
6013,621.54,1,4.0,39,2201,0,2,1
6015,0.0,0,4.0,47,2483,3,3,0
6016,0.0,0,4.0,13,1001,1,1,0
6017,0.0,0,4.0,21,1843,2,2,0
6018,843.21,1,4.0,24,801,0,1,1
6019,1951.97,2,3.0,40,1569,0,2,1
6020,821.05,1,3.3333333333333335,34,2337,1,3,1
6021,2497.51,1,3.8,84,3724,3,5,2
6022,0.0,0,4.0,6,975,1,1,0
6023,0.0,0,4.0,4,97,1,1,0
6024,1407.37,1,4.333333333333333,21,2597,1,3,1
6025,2584.7,1,4.0,32,2807,2,4,2
6026,776.79,1,4.0,38,1503,0,3,1
6027,704.19,1,4.0,12,1347,0,1,1
6028,2721.99,2,3.6666666666666665,27,1786,0,3,1
6030,0.0,0,4.0,14,187,0,1,0
6031,805.05,1,4.0,40,933,0,2,1
6032,0.0,0,4.0,56,2835,2,3,0
6033,0.0,0,4.0,5,1271,0,1,0
6034,0.0,0,4.0,19,743,1,1,0
6035,2649.55,1,4.2,58,3650,3,5,2
6036,2799.21,1,3.0,3,1594,0,1,1
6038,5932.62,2,4.333333333333333,48,2112,0,3,1
6039,0.0,0,4.0,14,1475,0,1,0
6041,0.0,0,4.0,54,3057,2,4,0
6042,955.96,1,3.3333333333333335,28,1446,2,3,0
6043,0.0,0,4.0,23,1345,2,2,0
6044,0.0,0,4.0,65,2523,3,4,2
6045,2783.81,2,3.5714285714285716,65,5905,4,7,2
6046,846.77,1,4.0,19,1614,0,1,1
6047,3983.08,1,4.0,71,5909,1,5,2
6048,0.0,0,4.0,23,1740,0,1,0
6049,0.0,0,4.0,20,127,1,1,0
6050,3225.6,1,3.4,50,5258,3,5,2
6051,0.0,0,4.0,2,975,1,1,0
6052,1180.78,1,3.75,77,1901,2,4,2
6053,202.98,1,3.0,17,1514,0,1,1
6054,454.09,1,4.0,39,2232,1,2,0
6055,0.0,0,4.0,25,2630,2,2,0
6056,1512.9,1,4.0,52,2129,1,3,1
6057,738.37,1,4.0,53,4353,2,4,2
6058,5955.150000000001,3,3.6666666666666665,35,2552,0,3,1
6059,0.0,0,4.0,40,2740,1,2,0
6060,0.0,0,4.0,16,375,1,1,0
6061,0.0,0,4.0,16,1456,2,2,0
6062,0.0,0,4.0,36,4235,1,3,0
6063,1693.91,1,4.25,68,2735,3,4,2
6064,0.0,0,4.0,8,198,0,1,0
6065,1849.16,1,4.0,42,2609,1,3,1
6066,3142.15,2,3.875,96,7649,5,8,2
6067,4645.32,1,4.2,51,4528,3,5,2
6068,0.0,0,4.0,50,4026,4,4,2
6069,0.0,0,4.0,12,663,0,1,0
6070,0.0,0,4.0,42,4318,2,4,2
6071,345.57,1,4.0,29,2902,1,3,0
6072,0.0,0,4.0,7,202,0,1,0
6073,0.0,0,4.0,12,2194,1,2,0
6074,0.0,0,4.0,23,3268,2,2,0
6076,0.0,0,4.0,29,307,2,2,0
6077,812.71,1,4.0,22,723,0,2,1
6078,0.0,0,4.0,60,4817,2,5,2
6079,0.0,0,4.0,1,687,1,1,0
6080,1041.35,1,3.5,27,2022,0,2,1
6081,1117.0,1,4.25,68,3550,1,4,2
6082,311.67,1,3.0,46,3005,0,3,1
6083,0.0,0,4.0,69,3339,0,4,0
6084,975.51,1,4.0,42,3725,2,4,2
6085,11545.2,3,4.2,90,4097,1,5,1
6086,7884.4400000000005,2,4.333333333333333,48,1966,0,3,1
6087,1206.27,2,3.75,30,2792,1,4,1
6088,6311.89,4,3.7142857142857144,85,6609,1,7,2
6089,0.0,0,4.0,56,928,2,3,0
6091,0.0,0,4.0,53,2787,0,3,0
6092,1973.55,1,4.0,68,3641,2,4,2
6093,97.93,1,4.0,11,1130,0,1,1
6095,0.0,0,4.0,22,2012,2,2,0
6096,1136.62,1,4.0,24,1950,0,3,1
6097,1135.33,1,4.0,70,2473,1,4,2
6098,276.84,1,4.333333333333333,34,1921,2,3,0
6099,0.0,0,4.0,23,1214,1,1,0
6100,0.0,0,4.0,6,514,0,1,0
6101,669.14,2,4.0,55,5303,3,5,2
6103,0.0,0,4.0,30,1016,2,2,0
6104,5695.15,3,4.6,41,4717,1,5,1
6105,0.0,0,4.0,57,4770,3,5,2
6106,0.0,0,4.0,103,3903,6,7,2
6107,4978.23,1,4.0,4,713,0,1,1
6108,0.0,0,4.0,16,571,0,1,0
6109,767.02,1,3.75,101,7013,2,8,2
6110,0.0,0,4.0,38,2943,1,3,0
6111,6919.66,2,4.0,41,4143,2,4,1
6112,461.97,1,4.0,9,221,0,1,1
6113,0.0,0,4.0,40,3919,2,3,0
6115,0.0,0,4.0,40,4979,1,4,0
6116,8182.58,4,4.0,38,3173,0,5,1
6117,0.0,0,4.0,32,4250,1,3,0
6118,1146.08,2,4.25,54,3499,0,4,1
6119,374.3,1,4.5,31,800,1,2,0
6120,0.0,0,4.0,12,117,1,1,0
6121,4633.45,1,4.333333333333333,42,819,1,3,1
6122,0.0,0,4.0,5,521,0,1,0
6123,0.0,0,4.0,41,1440,2,2,0
6124,0.0,0,4.0,17,1070,0,1,0
6125,1299.33,1,4.0,11,666,0,1,1
6126,8373.25,2,3.5,65,4533,2,4,1
6127,552.51,1,3.6666666666666665,22,1537,2,3,0
6128,1845.74,1,4.333333333333333,50,3142,1,3,1
6129,3389.65,1,3.5,25,1445,0,2,1
6130,0.0,0,4.0,50,3205,1,3,0
6131,0.0,0,4.0,20,1481,1,1,0
6132,0.0,0,4.0,11,1261,1,1,0
6133,0.0,0,4.0,22,1654,2,2,0
6134,0.0,0,4.0,17,722,2,2,0
6135,7899.21,3,4.25,35,4896,1,4,1
6136,0.0,0,4.0,4,207,1,1,0
6137,0.0,0,4.0,20,1021,0,1,0
6138,1580.56,1,4.5,45,904,1,2,1
6139,0.0,0,4.0,75,3635,4,5,2
6140,0.0,0,4.0,62,2153,2,4,0
6141,356.04,1,4.0,50,2263,1,3,0
6142,1956.35,1,4.0,52,4698,1,4,2
6143,0.0,0,4.0,44,2307,1,2,0
6144,874.13,1,4.0,32,864,1,2,1
6145,3296.76,1,4.0,31,1527,1,2,1
6146,0.0,0,4.0,41,4230,2,4,2
6147,0.0,0,4.0,25,2866,0,2,0
6148,2677.02,2,4.0,112,6382,2,6,2
6149,0.0,0,4.0,18,1955,1,3,0
6151,1626.8,2,4.125,101,8435,2,8,2
6152,0.0,0,4.0,23,987,1,1,0
6153,5532.55,1,3.8333333333333335,83,5318,4,6,2
6154,967.94,1,2.5,23,2145,1,2,1
6155,3630.6,1,5.0,5,1142,0,1,1
6156,4108.1,1,3.6666666666666665,41,3386,1,3,1
6157,0.0,0,4.0,28,1946,1,2,0
6158,0.0,0,4.0,33,1870,0,2,0
6159,0.0,0,4.0,25,2888,0,2,0
6160,0.0,0,4.0,24,1381,0,1,0
6161,0.0,0,4.0,43,2093,1,2,0
6162,0.0,0,4.0,46,5055,4,4,2
6163,1755.32,1,3.25,55,6211,1,4,2
6164,362.7,1,3.6666666666666665,55,3862,0,3,1
6165,1419.34,1,4.333333333333333,39,2094,1,3,1
6166,597.67,2,3.6666666666666665,29,2215,1,3,1
6167,0.0,0,4.0,37,3899,1,4,0
6168,0.0,0,4.0,31,5404,1,4,0
6169,0.0,0,4.0,25,1874,0,2,0
6170,409.22,1,3.75,39,3841,1,4,2
6171,1563.53,1,4.0,16,2097,1,2,1
6172,0.0,0,4.0,26,3117,1,4,0
6173,2489.67,1,4.25,27,1649,2,4,1
6174,1226.08,1,4.0,19,1235,0,1,1
6175,0.0,0,4.0,20,1773,1,1,0
6176,2478.35,1,5.0,15,472,0,1,1
6177,4306.6,1,3.5,23,2557,1,2,1
6178,902.99,2,3.3333333333333335,26,3896,0,3,1
6179,0.0,0,4.0,46,2651,1,3,0
6180,0.0,0,4.0,38,2985,1,3,0
6181,1024.35,1,4.0,45,4877,3,5,2
6182,2524.68,1,3.0,23,3115,1,2,1
6183,0.0,0,4.0,24,190,1,1,0
6185,0.0,0,4.0,28,2125,0,2,0
6186,532.81,1,4.0,21,141,0,1,1
6187,5872.2,1,3.0,26,1642,2,3,1
6189,0.0,0,4.0,28,4528,1,3,0
6190,0.0,0,4.0,37,764,2,2,0
6191,2162.92,2,4.25,33,5102,1,4,1
6192,0.0,0,4.0,60,4071,1,4,2
6193,771.51,1,3.5,20,3112,0,2,1
6194,0.0,0,4.0,51,3371,2,3,0
6195,950.69,1,4.0,36,3750,2,4,2
6196,1040.85,1,4.333333333333333,48,2633,1,3,1
6197,3179.88,1,4.0,14,1682,0,1,1
6198,351.14,1,4.333333333333333,35,3048,2,3,0
6199,0.0,0,4.0,16,2503,1,2,0
6200,0.0,0,4.0,20,3915,1,4,0
6201,2824.14,1,4.0,31,6676,2,6,2
6202,5126.22,1,4.25,40,4167,2,4,2
6203,0.0,0,4.0,10,2347,1,2,0
6204,3725.64,1,3.5,23,2291,0,2,1
6205,0.0,0,4.0,18,1410,1,1,0
6206,2858.81,1,4.333333333333333,26,2512,1,3,1
6208,6342.08,1,3.0,42,2441,1,3,1
6209,560.63,1,4.5,16,1193,0,2,1
6210,1845.8,3,4.428571428571429,66,5786,2,7,2
6211,0.0,0,4.0,33,1756,1,2,0
6212,154.87,1,4.0,30,2493,2,3,0
6213,600.99,1,3.75,63,5681,1,4,2
6214,0.0,0,4.0,21,1237,1,1,0
6215,200.52,1,4.5,30,1794,0,2,1
6216,0.0,0,4.0,54,2316,5,5,2
6217,299.92,1,3.0,36,3051,1,3,1
6218,0.0,0,4.0,2,1696,1,1,0
6219,0.0,0,4.0,15,354,0,2,0
6220,0.0,0,4.0,22,2931,2,2,0
6221,2513.08,2,4.0,54,2815,2,4,2
6222,0.0,0,4.0,29,2785,1,2,0
6223,5321.89,1,4.166666666666667,66,4015,3,6,2
6225,7110.36,1,4.0,35,1944,1,2,1
6226,0.0,0,4.0,32,1939,0,2,0
6227,0.0,0,4.0,25,591,2,3,0
6228,2497.25,2,3.3333333333333335,32,1553,0,3,1
6229,2906.51,1,4.5,24,1172,0,2,1
6230,1713.0500000000002,2,3.4,73,4879,1,5,2
6231,0.0,0,4.0,2,119,1,1,0
6232,0.0,0,4.0,28,1058,1,2,0
6233,1369.14,1,4.0,20,2809,1,3,1
6234,0.0,0,4.0,5,1165,1,1,0
6235,0.0,0,4.0,22,1048,2,2,0
6237,0.0,0,4.0,40,4058,2,3,0
6238,0.0,0,4.0,7,1444,1,1,0
6239,2065.63,2,4.2,54,2593,1,5,2
6240,6439.0,1,3.3333333333333335,25,3631,0,3,1
6241,932.63,1,4.5,24,1117,0,2,1
6242,0.0,0,4.0,72,2437,3,4,2
6243,5940.6,3,3.2,86,5186,0,5,1
6244,0.0,0,4.0,42,3029,3,4,0
6245,0.0,0,4.0,43,3181,2,3,0
6246,480.02,1,4.0,58,2665,3,4,2
6247,0.0,0,4.0,21,1717,1,1,0
6249,0.0,0,4.0,10,1492,0,1,0
6250,0.0,0,4.0,19,1509,2,2,0
6251,0.0,0,4.0,25,4104,2,3,0
6252,0.0,0,4.0,48,4002,4,4,2
6253,0.0,0,4.0,20,3139,1,2,0
6254,865.04,1,3.5,28,2859,1,2,1
6255,890.75,1,3.8333333333333335,72,4493,4,6,2
6256,11609.37,3,4.0,96,6718,2,7,2
6257,787.64,1,4.0,41,3063,1,3,1
6258,2273.91,1,3.3333333333333335,49,1316,0,3,1
6259,0.0,0,4.0,14,2560,2,3,0
6260,0.0,0,4.0,39,3470,1,3,0
6261,0.0,0,4.0,14,1230,0,2,0
6262,583.32,1,4.0,40,3578,3,4,2
6264,763.27,1,3.0,17,983,1,2,1
6265,0.0,0,4.0,13,504,1,2,0
6266,2065.59,1,3.0,12,1714,0,2,1
6267,0.0,0,4.0,45,701,2,2,0
6268,0.0,0,4.0,2,899,1,1,0
6269,0.0,0,4.0,58,4528,2,5,2
6270,893.04,1,3.6666666666666665,40,3614,1,3,1
6271,0.0,0,4.0,12,1337,1,2,0
6272,0.0,0,4.0,36,3191,1,2,0
6273,0.0,0,4.0,10,1116,0,1,0
6274,444.39,1,4.25,35,5373,2,4,2
6275,0.0,0,4.0,21,3140,1,3,0
6276,5208.5,3,3.8333333333333335,66,4823,0,6,1
6277,0.0,0,4.0,30,1872,1,2,0
6278,0.0,0,4.0,17,378,1,1,0
6279,4469.82,1,2.5,43,635,1,2,1
6280,0.0,0,4.0,41,1913,0,3,0
6282,990.99,1,5.0,4,1195,0,1,1
6283,7051.29,3,3.1666666666666665,78,6778,2,6,2
6285,0.0,0,4.0,27,2062,2,2,0
6286,0.0,0,4.0,40,1821,1,3,0
6287,0.0,0,4.0,27,3633,1,3,0
6288,1588.95,2,5.0,24,1019,0,2,1
6289,3774.6400000000003,2,4.666666666666667,41,3159,1,3,1
6290,1214.27,1,4.5,35,2499,1,2,1
6292,0.0,0,4.0,8,1080,0,1,0
6293,0.0,0,4.0,47,3771,1,4,0
6294,0.0,0,4.0,24,2707,1,3,0
6295,3641.89,2,4.0,25,2055,0,2,1
6296,0.0,0,4.0,49,3597,3,4,2
6297,0.0,0,4.0,24,2274,1,2,0
6298,0.0,0,4.0,107,4880,3,7,2
6299,0.0,0,4.0,29,1369,0,2,0
6300,0.0,0,4.0,49,3477,3,4,2
6301,148.19,1,3.0,26,2346,1,2,1
6302,451.17,1,4.0,23,645,0,2,1
6303,6920.28,1,3.6666666666666665,45,1773,1,3,1
6304,0.0,0,4.0,7,1149,1,1,0
6305,0.0,0,4.0,72,1944,3,4,2
6306,509.73,1,4.0,57,4085,1,3,2
6307,1847.48,1,3.6666666666666665,30,1228,1,3,1
6308,0.0,0,4.0,46,1508,0,2,0
6309,0.0,0,4.0,18,1364,0,1,0
6310,0.0,0,4.0,18,2688,1,3,0
6311,1231.51,1,4.0,32,4088,1,3,1
6312,10562.77,3,3.5,24,4229,1,4,1
6313,0.0,0,4.0,5,1523,1,1,0
6314,0.0,0,4.0,38,3316,3,3,0
6315,0.0,0,4.0,2,520,0,1,0
6316,0.0,0,4.0,48,3291,1,3,0
6317,0.0,0,4.0,28,828,2,3,0
6318,0.0,0,4.0,24,1786,1,1,0
6319,4126.9400000000005,2,3.2,42,5653,1,5,2
6320,0.0,0,4.0,60,6188,2,4,2
6321,3448.11,1,4.0,10,2530,1,2,1
6322,0.0,0,4.0,39,3688,3,4,2
6323,0.0,0,4.0,5,81,0,1,0
6324,1079.25,1,4.5,31,1151,1,2,1
6325,2156.11,1,4.2,58,1415,2,5,2
6326,0.0,0,4.0,6,1279,0,1,0
6327,880.27,1,3.8,64,3635,0,5,2
6328,0.0,0,4.0,19,2094,0,2,0
6329,2361.48,1,4.0,95,6793,3,7,2
6330,3664.58,1,4.0,36,3806,1,4,1
6331,0.0,0,4.0,19,1210,1,1,0
6332,1802.3799999999999,2,4.333333333333333,45,3526,1,3,1
6333,0.0,0,4.0,30,1983,1,3,0
6335,0.0,0,4.0,20,516,1,1,0
6336,0.0,0,4.0,57,1638,2,3,0
6337,550.22,1,4.0,32,1310,1,3,0
6338,0.0,0,4.0,7,2449,2,2,0
6339,5153.5599999999995,3,4.0,18,3441,0,3,1
6340,715.67,1,3.5,31,893,1,2,1
6341,7200.61,3,4.0,41,3178,1,4,1
6342,0.0,0,4.0,64,5036,2,4,2
6343,4942.68,2,4.25,71,3680,2,4,2
6345,248.44,2,4.5,15,329,0,2,1
6346,955.08,1,3.3333333333333335,29,2539,0,3,1
6347,0.0,0,4.0,16,1076,1,1,0
6348,0.0,0,4.0,22,3213,1,2,0
6349,0.0,0,4.0,50,3679,2,3,0
6350,0.0,0,4.0,44,3894,2,5,2
6351,0.0,0,4.0,29,2008,2,2,0
6352,1784.88,1,4.0,22,2744,0,2,1
6353,0.0,0,4.0,44,3003,2,3,0
6354,0.0,0,4.0,39,3889,2,4,0
6355,0.0,0,4.0,17,916,1,1,0
6356,1113.81,1,4.0,47,3783,1,4,2
6357,0.0,0,4.0,21,3810,4,4,0
6358,364.23,1,3.0,18,53,0,1,1
6359,2908.87,1,4.333333333333333,31,1879,0,3,1
6360,1000.13,1,4.5,20,828,1,2,1
6361,210.37,1,4.0,75,4558,2,4,2
6362,0.0,0,4.0,12,1379,1,1,0
6363,1062.77,1,4.142857142857143,87,7308,6,7,2
6364,5811.3,1,4.0,55,4532,1,4,1
6365,1575.87,1,3.0,17,799,0,1,1
6367,0.0,0,4.0,20,376,2,2,0
6368,0.0,0,4.0,12,1606,1,1,0
6369,902.62,1,3.0,2,935,0,1,1
6370,1471.64,1,2.5,31,632,0,2,1
6371,1786.32,1,3.8333333333333335,83,4498,2,6,2
6372,0.0,0,4.0,36,560,2,2,0
6373,0.0,0,4.0,28,2872,1,2,0
6374,0.0,0,4.0,28,1820,1,2,0
6375,3273.0,1,4.0,49,4015,1,4,1
6376,2818.32,2,4.25,40,3806,1,4,1
6377,1327.66,1,2.5,35,2079,0,2,1
6378,964.68,1,4.0,22,1774,0,1,1
6379,7686.69,2,4.0,47,3861,0,4,1
6380,1128.54,1,4.2,64,4932,3,5,2
6381,0.0,0,4.0,8,1481,1,1,0
6382,1608.39,1,4.166666666666667,94,6937,2,6,2
6383,1712.73,1,5.0,23,1747,0,1,1
6384,0.0,0,4.0,24,1096,0,1,0
6385,0.0,0,4.0,38,2486,2,3,0
6386,0.0,0,4.0,34,4171,2,4,0
6387,0.0,0,4.0,49,3914,4,4,2
6388,240.69,1,3.0,15,1600,0,1,1
6389,6243.88,1,3.6666666666666665,51,5554,0,6,1
6390,0.0,0,4.0,3,889,0,1,0
6391,2673.88,2,4.0,61,4124,0,4,1
6392,0.0,0,4.0,6,345,1,1,0
6393,4315.03,1,4.5,22,1083,0,2,1
6394,1471.56,1,3.6666666666666665,64,2173,2,3,2
6395,4144.370000000001,2,4.25,65,3687,1,4,1
6396,0.0,0,4.0,29,3337,2,3,0
6397,0.0,0,4.0,31,2434,4,4,0
6398,0.0,0,4.0,28,3036,2,3,0
6399,1764.48,1,4.333333333333333,34,4226,1,3,1
6400,0.0,0,4.0,18,981,0,1,0
6401,0.0,0,4.0,49,1864,1,3,0
6402,0.0,0,4.0,47,2773,2,3,0
6404,0.0,0,4.0,30,2715,2,2,0
6405,0.0,0,4.0,3,1739,1,1,0
6406,5299.16,1,4.0,39,3428,0,3,1
6407,846.92,1,4.0,70,6383,1,5,2
6408,1401.01,1,4.25,57,4227,2,4,2
6409,6503.26,2,4.0,39,1976,0,2,1
6410,0.0,0,4.0,7,558,0,1,0
6411,594.02,1,4.333333333333333,42,4356,1,3,2
6412,0.0,0,4.0,60,699,3,3,0
6413,2085.57,1,4.333333333333333,34,2930,2,3,2
6414,217.46,1,4.0,46,2631,2,3,2
6415,5423.620000000001,2,4.25,46,3153,0,4,1
6416,0.0,0,4.0,14,1245,0,1,0
6417,0.0,0,4.0,17,713,1,2,0
6418,0.0,0,4.0,29,3594,1,3,0
6419,0.0,0,4.0,62,3766,2,4,2
6420,0.0,0,4.0,33,2012,1,2,0
6421,1462.36,1,3.8,71,4257,2,5,2
6422,0.0,0,4.0,47,5845,2,5,2
6423,0.0,0,4.0,44,1620,1,3,0
6424,0.0,0,4.0,53,3271,3,4,2
6425,1321.52,1,4.5,41,1933,0,2,1
6426,0.0,0,4.0,21,1462,0,1,0
6427,0.0,0,4.0,25,944,1,3,0
6428,1465.86,1,4.0,71,4049,1,4,2
6429,0.0,0,4.0,8,1183,1,1,0
6430,2162.6,2,4.142857142857143,66,5045,3,7,2
6431,0.0,0,4.0,32,1982,2,2,0
6432,1695.6,1,3.3333333333333335,45,2220,0,3,1
6433,3494.94,1,2.0,24,672,0,1,1
6434,1502.8,1,3.6666666666666665,63,2990,2,3,2
6435,1911.84,1,4.5,37,2512,1,2,1
6436,6849.07,4,3.0,67,5394,0,4,1
6437,771.46,1,3.4,53,5052,1,5,2
6438,995.43,1,4.333333333333333,44,3402,1,3,2
6439,0.0,0,4.0,29,1039,1,2,0
6441,0.0,0,4.0,20,2785,1,3,0
6442,0.0,0,4.0,19,2711,1,2,0
6443,4832.33,2,3.25,46,3196,2,4,1
6444,0.0,0,4.0,36,1579,1,2,0
6445,234.08,1,3.75,35,3714,3,4,2
6446,0.0,0,4.0,18,2132,0,2,0
6447,0.0,0,4.0,2,747,1,1,0
6448,0.0,0,4.0,3,1087,0,1,0
6449,0.0,0,4.0,1,363,1,1,0
6450,432.13,1,4.0,25,2211,1,3,0
6451,0.0,0,4.0,20,1994,0,2,0
6452,0.0,0,4.0,36,5099,1,3,0
6453,0.0,0,4.0,37,3355,3,3,0
6454,3599.19,1,4.0,35,2907,1,2,1
6455,0.0,0,4.0,33,2863,1,4,0
6456,7025.41,3,4.125,87,8176,3,8,2
6457,0.0,0,4.0,30,1194,1,2,0
6458,0.0,0,4.0,27,2391,1,2,0
6459,7390.51,4,3.3333333333333335,85,6086,0,6,1
6460,0.0,0,4.0,16,2648,0,2,0
6462,0.0,0,4.0,12,394,0,2,0
6463,840.36,1,3.6666666666666665,26,2935,0,3,1
6464,3926.16,1,4.0,65,4585,1,4,2
6465,3022.43,1,3.8,57,2816,1,5,2
6466,0.0,0,4.0,25,1813,1,2,0
6467,2182.85,2,4.0,74,5642,2,5,2
6468,0.0,0,4.0,103,3704,2,6,2
6469,1258.17,1,2.0,16,711,0,1,1
